,Actual Close,Short-Term Forecasted Close,Improved Long-Term Forecasted Close
2024-09-16,71.03307342529297,70.3980951489181,70.46304013805916
2024-09-17,70.73751831054688,71.04011530117386,70.47040384383816
2024-09-18,70.6882553100586,70.77524959937531,70.47526329295485
2024-09-19,69.57498168945312,70.66696484808993,70.39315927403746
2024-09-20,70.57988739013672,69.6013116914002,70.3805734342047
2024-09-23,70.6685562133789,70.62999351539084,70.41754573597888
2024-09-24,70.27446746826172,70.67306740953263,70.3720986467964
2024-09-25,70.39269256591797,70.3114682788626,70.48048908912669
2024-09-26,70.34342956542969,70.36222933542349,70.48656511757149
2024-09-27,70.72766876220703,70.37791330428139,70.49023143250362
2024-09-30,70.79662322998047,70.77810446735629,70.40700530096164
2024-10-01,70.64884185791016,70.79778209615938,70.39339415154845
2024-10-02,69.9592056274414,70.68652311235205,70.42942545969288
2024-10-03,69.47645568847656,69.92858489859418,70.38309358844585
2024-10-04,69.13162994384766,69.51382114118879,70.49068742397758
2024-10-07,67.98880004882812,69.1822342372562,70.49601084760488
2024-10-08,68.15628814697266,67.98875270960968,70.49897981506386
2024-10-09,68.54051208496094,68.18795314903684,70.41509784580181
2024-10-10,68.22525024414062,68.50615475986392,70.40088743684649
2024-10-11,68.54051208496094,68.25949078388345,70.4363687653336
2024-10-14,69.29911041259766,68.58132474816094,70.38951976823014
2024-10-15,69.29911041259766,69.3004173161315,70.49664801343243
2024-10-16,69.52571105957031,69.33366852626723,70.50153156443301
2024-10-17,68.86563110351562,69.4890538138399,70.50409295535566
2024-10-18,69.39763641357422,68.90215831152514,70.41982767063521
2024-10-21,68.42228698730469,69.44427718005461,70.40526701429542
2024-10-22,68.42228698730469,68.42359534240883,70.44042689786102
2024-10-23,67.00360107421875,68.45840082817405,70.39327565779615
2024-10-24,66.30410766601562,66.96187627728054,70.50013178084825
2024-10-25,65.92972564697266,66.34461938191428,70.50475824084539
2024-10-28,65.68342590332031,65.96812175930296,70.5070814167614
2024-10-29,64.58984375,65.68472861115454,70.42259209683198
2024-10-30,64.94451904296875,64.61423118463858,70.40782673247887
2024-10-31,64.34355163574219,64.89746996503278,70.44279874211821
2024-11-01,64.0479965209961,64.38074421013526,70.39547085103781
2024-11-04,64.1465072631836,64.08410466088534,70.50216792769238
2024-11-05,64.40267181396484,64.13902858921075,70.50664412650016
2024-11-06,62.75737762451172,64.42969821690409,70.50882807362268
2024-11-07,62.71796798706055,62.70591175127752,70.42420781252262
2024-11-08,62.97412109375,62.752529905421625,70.40932280310557
2024-11-11,62.42240905761719,63.01073410301243,70.44418500664815
2024-11-12,62.26477813720703,62.41705865372074,70.3967538688911
2024-11-13,62.06773376464844,62.278529249674676,70.50335798818608
2024-11-14,61.624393463134766,62.016379323573844,70.50774636429792
2024-11-15,60.82638168334961,61.660696015109124,70.50984893679504
2024-11-18,60.94460678100586,60.858355691938335,70.42515214491105
2024-11-19,61.66379928588867,60.93803206273949,70.41019720691084
2024-11-20,62.057884216308594,61.67589461657849,70.44499523242122
2024-11-21,62.816490173339844,62.003435829715976,70.39750375039611
2024-11-22,62.97412109375,62.84627419848979,70.50405353918856
2024-11-25,63.427310943603516,63.00678948973195,70.508390585839
2024-11-26,63.59480285644531,63.42640143250144,70.51044559755867
2024-11-27,63.4765739440918,63.609893975518375,70.42570407596241
2024-11-28,63.6105842590332,63.42845239145496,70.41070826701794
2024-11-29,63.18373489379883,63.641364347062336,70.44546878259091
2024-12-02,63.0546875,63.21964911732381,70.39794203133673
2024-12-03,61.75428009033203,63.05509550390501,70.50446006574721
2024-12-04,62.45907974243164,61.76832544047034,70.50876711202494
2024-12-05,62.071937561035156,62.41238912435494,70.51079432604308
2024-12-06,62.141422271728516,62.09920196345708,70.42602666140921
2024-12-09,62.449153900146484,62.176071420958635,70.41100696474945
2024-12-10,62.18113327026367,62.43955533916162,70.44574555700447
2024-12-11,63.37234115600586,62.200495174561134,70.39819819205229
2024-12-12,62.657615661621094,63.323025378668916,70.50469766707664
2024-12-13,62.09178924560547,62.68519656265024,70.50898717912865
2024-12-16,62.93556594848633,62.12851918602987,70.51099814630952
2024-12-17,62.389591217041016,62.9239949302414,70.42621520193477
2024-12-18,61.99252700805664,62.417897045817256,70.41118154369539
2024-12-19,62.09178924560547,61.938136459464104,70.44590732249608
2024-12-20,61.923038482666016,62.11487225925924,70.39834790951913
2024-12-23,62.379669189453125,61.96588342715983,70.50483653719606
2024-12-24,62.11164474487305,62.364049569179315,70.50911580107301
2024-12-25,61.99252700805664,62.136728048274634,70.5111172725148
2024-12-26,61.575599670410156,61.939299868617,70.42632539763679
2024-12-27,61.80391311645508,61.597240407470466,70.41128357931585
2024-12-30,61.386993408203125,61.84986829887283,70.44600186907624
2024-12-31,61.29765319824219,61.369476297772195,70.39843541442725
2025-01-01,60.364540100097656,61.321652085984475,70.50491770218835
2025-01-02,60.394317626953125,60.30856399427064,70.50919097634588
2025-01-03,61.2579460144043,60.417500680244295,70.51118689784221
2025-01-06,60.62263488769531,61.30047612427309,70.42638980338037
2025-01-07,61.198387145996094,60.60458220741783,70.41134321576162
2025-01-08,61.58552932739258,61.21524668043918,70.44605712842564
2025-01-09,61.3175048828125,61.5302092204266,70.3984865581522
2025-01-10,61.79399108886719,61.34690066149852,70.50496514044215
2025-01-13,62.25061798095703,61.831470284723395,70.50923491380678
2025-01-14,61.96274185180664,62.236963246253,70.51122759154352
2025-01-15,61.327430725097656,61.982355832760035,70.42642744640756
2025-01-16,61.079261779785156,61.27053205447426,70.41137807129196
2025-01-17,61.46640396118164,61.11194410214252,70.44608942568789
2025-01-20,63.402122497558594,61.50696640762693,70.39851644996808
2025-01-21,61.90318298339844,63.38645218104588,70.50499286653269
2025-01-22,62.36974334716797,61.91796587262668,70.50926059379964
2025-01-23,63.580806732177734,62.31142792545209,70.51125137566616
2025-01-24,63.01498031616211,63.61611536737606,70.42644944751207
2025-01-27,62.885929107666016,63.069374504966184,70.41139844319675
2025-01-28,62.21091079711914,62.85943126794152,70.4461083023696
2025-01-29,62.657615661621094,62.228992209918054,70.39853392074592
2025-01-30,62.89585876464844,62.608575156526314,70.50500907151569
2025-01-31,63.37234115600586,62.92681194127159,70.5092756029062
2025-02-03,64.07714080810547,63.42540708175297,70.5112652766993
2025-02-04,67.10479736328125,64.04594347361996,70.42646230643008
2025-02-05,68.2066650390625,67.1259841587927,70.41141034990139
2025-02-06,68.99088287353516,68.1597072794361,70.44611933516578
2025-02-07,68.36549377441406,69.02501561958013,70.3985441318378
2025-02-10,68.54418182373047,68.42324795309906,70.50501854279234
2025-02-11,69.55670166015625,68.53497969618633,70.50928437523262
2025-02-12,69.52692413330078,69.58566361903382,70.51127340139345
2025-02-13,70.82732391357422,69.4859461251112,70.4264698220424
2025-02-14,70.07289123535156,70.85674982157059,70.4114173089765
2025-02-17,70.96630096435547,70.13151913282708,70.4461257834703
2025-02-18,70.28135681152344,70.96440777468307,70.39855009988331
2025-02-19,70.35084533691406,70.30990052714749,70.50502407844033
2025-02-20,70.6883544921875,70.31944639707844,70.50928950236732
2025-02-21,71.79022216796875,70.71221670249906,70.5112781500085
2025-02-24,69.67582702636719,71.85476224250559,70.42647421466924
2025-02-25,69.56663513183594,69.66908935160161,70.41142137632573
2025-02-26,69.94384765625,69.59549216722169,70.44612955229103
2025-02-27,70.90673828125,69.91506830066169,70.39855358800855
2025-02-28,70.92658996582031,70.93819240657719,70.5050273138435
2025-03-03,70.51959991455078,70.97578209341074,70.50929249900798
2025-03-04,69.42765808105469,70.51214386438191,70.51128092541694
2025-03-05,69.11000061035156,69.45893954975865,70.42647678201438
2025-03-06,69.16000366210938,69.08820559242002,70.41142375355687
2025-03-07,70.12000274658203,69.19137654069814,70.44613175504212
2025-03-10,69.37999725341797,70.16600706294382,70.39855562670239
2025-03-11,69.27999877929688,69.36495162978214,70.50502920482967
2025-03-12,69.70999908447266,69.30886174876406,70.50929425044536
2025-03-13,68.66999816894531,69.68870721271256,70.51128254755139
2025-03-14,68.94999694824219,68.70781109550792,70.4264782825427
2025-03-17,68.80999755859375,68.99055795151851,70.41142514296985
2025-03-18,70.0199966430664,68.79436780072916,70.44613304247727
2025-03-19,70.73999786376953,70.0516318814891,70.39855681825154
2025-03-20,70.37000274658203,70.71161351560046,70.50503031004854
2025-03-21,71.62000274658203,70.40949568908422,70.50929527410258
2025-03-24,71.87000274658203,71.6592932473248,70.51128349563534
2025-03-25,71.33000183105469,71.8628207641262,70.42647915955189
2025-03-26,73.18000030517578,71.36638049423254,70.4114259550358
2025-03-27,69.93000030517578,73.14929510495155,70.44613379494054
2025-03-28,68.37000274658203,70.03279691572185,70.39855751467259
2025-03-31,68.41999816894531,68.41074663389038,70.50503095601243
2025-04-01,69.94999694824219,68.40917122254757,70.50929587239638
2025-04-02,70.76000213623047,69.99879815663492,70.51128404975906
2025-04-03,71.43000030517578,70.7072336731257,70.42647967213475
2025-04-04,72.44999694824219,71.4668625311265,70.41142642966147
2025-04-07,71.86000061035156,72.49080138756675,70.44613423473045
2025-04-08,71.68000030517578,71.85965279439962,70.39855792170766
2025-04-09,73.0,71.73397926747093,70.50503133355694
